route_name,point_index,lon,lat
start_83eea8fffffffff_end_830768fffffffff,61,10.669055472625416,-39.87100174093711
start_83eea8fffffffff_end_830768fffffffff,62,12.050158276633598,-39.98775203862933
start_83eea8fffffffff_end_830768fffffffff,63,13.418319668728286,-40.08690611235247
start_83eea8fffffffff_end_830768fffffffff,64,14.772183868054263,-40.16893925400954
start_83eea8fffffffff_end_830768fffffffff,65,16.11048701648742,-40.23437162354958
start_83eea8fffffffff_end_830768fffffffff,66,16.841523944022708,-39.31652565610744
start_83eea8fffffffff_end_830768fffffffff,67,17.54849013386707,-38.40092098955112
start_83eea8fffffffff_end_830768fffffffff,68,18.232350216246875,-37.4884611110986
start_83eea8fffffffff_end_830768fffffffff,69,19.475359199332257,-37.53501003744582
start_83eea8fffffffff_end_830768fffffffff,70,20.138335160125155,-36.65403642192079
start_83eea8fffffffff_end_830768fffffffff,71,19.583201671411604,-35.72703060646286
start_83eea8fffffffff_end_830768fffffffff,72,18.323547768493626,-35.616445149533696
start_83eea8fffffffff_end_830768fffffffff,73,17.09643502324732,-35.543257797704605
start_83eea8fffffffff_end_830768fffffffff,74,16.544781461658932,-34.55898123252035
start_83eea8fffffffff_end_830768fffffffff,75,17.214336055881382,-33.6666504024001
start_83eea8fffffffff_end_830768fffffffff,76,16.69119516002923,-32.70050795037593
start_83eea8fffffffff_end_830768fffffffff,77,16.17502607952168,-31.72411326250497
start_83eea8fffffffff_end_830768fffffffff,78,15.665772490151175,-30.738126302407583
start_83eea8fffffffff_end_830768fffffffff,79,15.163375195964989,-29.74324042247509
start_83eea8fffffffff_end_830768fffffffff,80,14.667772366641564,-28.74018031053427
start_83eea8fffffffff_end_830768fffffffff,81,14.178899765626223,-27.729699632043083
start_83eea8fffffffff_end_830768fffffffff,82,13.696690968940992,-26.71257838167027
start_83eea8fffffffff_end_830768fffffffff,83,13.221077574636722,-25.68961996336544
start_83eea8fffffffff_end_830768fffffffff,84,12.751989402903767,-24.661648023129807
start_83eea8fffffffff_end_830768fffffffff,85,12.289354686900094,-23.629503063501467
start_83eea8fffffffff_end_830768fffffffff,86,11.833100254394347,-22.59403887313197
start_83eea8fffffffff_end_830768fffffffff,87,11.383151700354611,-21.556118808611853
start_83eea8fffffffff_end_830768fffffffff,88,10.939433550642883,-20.51661196878292
start_83eea8fffffffff_end_830768fffffffff,89,10.50186941700058,-19.476389304052816
start_83eea8fffffffff_end_830768fffffffff,90,11.18620492506647,-18.60602822543536
start_83eea8fffffffff_end_830768fffffffff,91,10.750071469195348,-17.563183189236995
start_83eea8fffffffff_end_830768fffffffff,92,10.319923920852892,-16.521797673110164
start_83eea8fffffffff_end_830768fffffffff,93,10.994748154622584,-15.636405151321425
start_83eea8fffffffff_end_830768fffffffff,94,10.565961431977122,-14.595956231334693
start_83eea8fffffffff_end_830768fffffffff,95,11.235965316336276,-13.700411105677553
start_83eea8fffffffff_end_830768fffffffff,96,11.905516124867384,-12.796787492389642
start_83eea8fffffffff_end_830768fffffffff,97,11.473787439261264,-11.75968054087751
start_83eea8fffffffff_end_830768fffffffff,98,11.04778001845215,-10.727954956519309
start_83eea8fffffffff_end_830768fffffffff,99,9.97089272431765,-10.604266317834192
start_83eea8fffffffff_end_830768fffffffff,100,9.560491977935415,-9.584143639450676
start_83eea8fffffffff_end_830768fffffffff,101,9.155618361389791,-8.571235123831803
start_83eea8fffffffff_end_830768fffffffff,102,8.756200591070872,-7.566240846989059
start_83eea8fffffffff_end_830768fffffffff,103,7.72343436422191,-7.458629600774237
start_83eea8fffffffff_end_830768fffffffff,104,7.339186659589923,-6.468707037165434
start_83eea8fffffffff_end_830768fffffffff,105,6.3310136930915135,-6.367012666963326
start_83eea8fffffffff_end_830768fffffffff,106,5.337939667918444,-6.264889628968548
start_83eea8fffffffff_end_830768fffffffff,107,4.978299630031986,-5.298463434644441
start_83eea8fffffffff_end_830768fffffffff,108,4.623639581212615,-4.342243004326383
start_83eea8fffffffff_end_830768fffffffff,109,3.665061661240293,-4.254719569115937
start_83eea8fffffffff_end_830768fffffffff,110,2.721898007509771,-4.167425683679887
start_83eea8fffffffff_end_830768fffffffff,111,1.7942785657547011,-4.080453606478588
start_83eea8fffffffff_end_830768fffffffff,112,0.8822964528429041,-3.993889828025064
start_83eea8fffffffff_end_830768fffffffff,113,-0.013990009652901,-3.907815044219231
start_83eea8fffffffff_end_830768fffffffff,114,-0.8945552075258728,-3.8223041767355386
start_83eea8fffffffff_end_830768fffffffff,115,-1.7594041163929477,-3.7374264353794566
start_83eea8fffffffff_end_830768fffffffff,116,-2.6941511010920807,-3.5031946827604874
start_83eea8fffffffff_end_830768fffffffff,117,-2.943422880610445,-2.6689833463734787
start_83eea8fffffffff_end_830768fffffffff,118,-3.893733391423568,-2.3873912037076543
start_83eea8fffffffff_end_830768fffffffff,119,-4.841381732296544,-2.1058193723541434
start_83eea8fffffffff_end_830768fffffffff,120,-5.564345343029888,-2.6487196012141494
start_83eea8fffffffff_end_830768fffffffff,121,-6.298326131141936,-3.198975268280368
start_83eea8fffffffff_end_830768fffffffff,122,-7.043331440185406,-3.756356374447516
